memorial_id,url,url_type,field_path,link_purpose,specificity,domain,date_added,added_by,last_verified_date,last_http_status,last_result,action_needed,date_fixed,notes
beetley-bj764,https://backtonormandy.org/the-history/air-force-operations/airplanes-allies-and-axis-lost/wellington/19147-BJ7641942-11-10.html,source_reference,.sources[1].url,,specific,backtonormandy.org,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
beinn-edra-b-17g-flying-fortres,https://www.legionscotland.org.uk/branches-and-clubs,local_contact,.local_contacts[0].website,,generic,legionscotland.org.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
bellingdon-pb475,https://asn.flightsafety.org/wikibase/159300,external_narrative,.external_narratives[1].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
blankney-mid-air-collision-lm130,https://asn.flightsafety.org/wikibase/164036,external_narrative,.external_narratives[1].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
blankney-mid-air-collision-lm130,https://asn.flightsafety.org/wikibase/476703,external_narrative,.external_narratives[0].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
bleasby-4-jb132,https://asn.flightsafety.org/wikibase/210390,external_narrative,.external_narratives[1].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
bwlchgwyn-near-wrexham-raf-bomber-type-vari,https://asn.flightsafety.org/wikibase/139938,source_reference,.sources[1].url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
bwlchgwyn-near-wrexham-raf-bomber-type-vari,https://www.britishlegion.org.uk/get-involved/things-to-do/membership/find-a-branch,local_contact,.local_contacts[0].website,,generic,britishlegion.org.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
bwlchgwyn-near-wrexham-raf-bomber-type-vari,https://www.wrexham-history.com/war-memorials/bwlchgwyn-war-memorial/,source_reference,.sources[2].url,,specific,wrexham-history.com,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
carn-bica-mountain-ev881,https://asn.flightsafety.org/wikibase/175619,external_narrative,.external_narratives[1].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
carreg-goch-wellington-r1465-r1465,https://asn.flightsafety.org/wikibase/170291,source_reference,.sources[1].url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
cheviot-hills-memorial-multiple-aircraft-co,https://counties.britishlegion.org.uk/counties/northumberland/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
coveney-double-lancaster-crash-ll667-and-lancaster-ll867,https://asn.flightsafety.org/wikibase/234601,external_narrative,.external_narratives[2].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
halam-lancaster-ed823,http://www.halam.org.uk/frame_ED823.htm,source_reference,.sources[1].url,,specific,halam.org.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
halifax-area-dk192,https://counties.britishlegion.org.uk/counties/west-yorkshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
honeybourne-area-z2639,https://counties.britishlegion.org.uk/counties/warwickshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
houghton-st-martin-pb351,https://asn.flightsafety.org/wikibase/159217,external_narrative,.external_narratives[1].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
kinder-scout-2-aircraft-polish-crew,https://asn.flightsafety.org/wikibase/wiki.php?id=144774,source_reference,.sources[2].url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
pidley-dk300,https://raf-pathfinders.com/pff-training-units/,external_narrative,.external_narratives[1].original_url,,specific,raf-pathfinders.com,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
plungar-ed549,http://tr4ce.co.uk/aircrash/?page_id=73,external_narrative,.external_narratives[4].original_url,,specific,tr4ce.co.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
plungar-ed549,http://www.leicestershirewarmemorials.co.uk/war/memorials/view/2276,external_narrative,.external_narratives[3].original_url,,specific,leicestershirewarmemorials.co.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
sheffield-b-17-flying-fortress,https://counties.britishlegion.org.uk/counties/south-yorkshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
sibsey-lancaster-details-on,https://www.horncastlenews.co.uk/news/lasting-tribute-for-brave-bomber-crew-1-853230,external_narrative,.external_narratives[3].original_url,,specific,horncastlenews.co.uk,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
stoke-holy-cross-blenheim-z-7304,https://asn.flightsafety.org/wikibase/206141,external_narrative,.external_narratives[1].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
tattershall-1-w4175,https://asn.flightsafety.org/wikibase/318434,source_reference,.sources[2].url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
tigers-marsh-b-17-flying-fortress,https://asn.flightsafety.org/wikibase/97818,external_narrative,.external_narratives[1].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
walton-on-the-naze-rg475,https://www.rcafassociation.ca/heritage/history/rcaf-and-the-crucible-of-war/432-squadron/,external_narrative,.external_narratives[2].original_url,,specific,rcafassociation.ca,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
wellington-he324-crash-site-he324,https://asn.flightsafety.org/wikibase/160696,external_narrative,.external_narratives[2].original_url,,specific,asn.flightsafety.org,,holly,2026-04-06,0,URL_ERROR,remove_or_replace,,
yelling-jb477,https://ww2.fredvogels.com/the-history/air-force-operations/airplanes-allies-and-axis-lost/lancaster/19676-JB4771943-12-17.html,external_narrative,.external_narratives[3].original_url,,specific,ww2.fredvogels.com,,holly,2026-04-06,404,HTTP_ERROR,remove_or_replace,,
annesley-eh988,https://counties.britishlegion.org.uk/counties/nottinghamshire/contact-us/branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
ardleigh-dt800,https://counties.britishlegion.org.uk/counties/essex/contact-us/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
bacton-hudson-v-9097,https://counties.britishlegion.org.uk/counties/norfolk/contact-us/branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
balkholme-1-lk834,https://counties.britishlegion.org.uk/counties/north-east-yorkshire-county/county-branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
bassingham-fen-eh977,https://counties.britishlegion.org.uk/counties/lincolnshire/branches-contacts/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
bellingdon-pb475,https://counties.britishlegion.org.uk/counties/buckinghamshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
blythburgh-liberator-42-110007-,https://counties.britishlegion.org.uk/counties/suffolk/contact-us/branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
bodicote-bk517,https://counties.britishlegion.org.uk/counties/oxfordshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
brigstock-dv361,https://counties.britishlegion.org.uk/counties/northamptonshire/local-rbl-branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
bury-lv971,https://counties.britishlegion.org.uk/counties/cambridgeshire/cambridgeshire-branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
elvetham-consolidated-liberat,https://counties.britishlegion.org.uk/counties/hampshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
great-carrs-ll505-s-for-sugar-,https://counties.britishlegion.org.uk/counties/cumbria/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
great-rissington-lamb-inn-r1028,https://counties.britishlegion.org.uk/counties/gloucestershire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
hameldown-x3054,https://counties.britishlegion.org.uk/counties/devon/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
high-ercall-area-various-mosquito-wel,https://counties.britishlegion.org.uk/counties/shropshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
higher-shelf-stones-boeing-rb-29a-superf,https://counties.britishlegion.org.uk/counties/derbyshire/branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
leicester-pa269,https://counties.britishlegion.org.uk/counties/leicestershire-rutland/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
marchington-wellington-mk-x,https://counties.britishlegion.org.uk/counties/staffordshire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
moordown-jp137,https://counties.britishlegion.org.uk/counties/dorset/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
reigate-hill-b-17-flying-fortress,https://counties.britishlegion.org.uk/counties/surrey/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
salford-pb304,https://counties.britishlegion.org.uk/counties/lancashire/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
upwaltham-dv382,https://counties.britishlegion.org.uk/counties/sussex/contact-us/branches/,local_contact,.local_contacts[0].website,,county_level,counties.britishlegion.org.uk,,holly,2026-04-06,200,OK,upgrade_to_specific_branch,,
bellingdon-pb475,http://www.mainpointonline.co.uk/crashed-lancaster/,external_narrative,.external_narratives[2].original_url,,specific,mainpointonline.co.uk,,holly,2026-04-06,0,URL_ERROR,verify_manually,,
manea-lk789,https://www.maneamatters.co.uk/halifax,external_narrative,.external_narratives[2].original_url,,specific,maneamatters.co.uk,,holly,2026-04-06,0,URL_ERROR,verify_manually,,
slieveanee-mountain-t9328,https://www.culturenorthernireland.org/features/heritage/wartime-air-crashes,external_narrative,.external_narratives[1].original_url,,specific,culturenorthernireland.org,,holly,2026-04-06,0,URL_ERROR,verify_manually,,
south-kyme-lk954,https://ww2history.eu/air-force-operations/airplanes-allies-and-axis-lost/halifax/18828-LK9541943-11-04,external_narrative,.external_narratives[1].original_url,,specific,ww2history.eu,,holly,2026-04-06,0,URL_ERROR,verify_manually,,
staunton-in-the-vale-wellington-w-4270,http://www.ournottinghamshire.org.uk/page.aspx?id=1139,external_narrative,.external_narratives[1].original_url,,specific,ournottinghamshire.org.uk,,holly,2026-04-06,0,URL_ERROR,verify_manually,,
wellington-he324-crash-site-he324,https://www.horwooddevon.co.uk/air-crash-memorial/ / War Memorials Online,photo_credit,.photos[0].credit,,specific,horwooddevon.co.uk,,holly,2026-04-06,0,ERROR:InvalidURL,verify_manually,,
cave-hill-b-17-flying-fortress,https://www.belfastentries.com/places/crash/,external_narrative,.external_narratives[1].original_url,,specific,belfastentries.com,,holly,2026-04-06,500,HTTP_ERROR,monitor,,
amsterdam-war-memorial,https://www.tracesofwar.com/sights/1128/CRASH-Air-War-and-Resistance-Museum-40-45.htm,external_narrative,.external_narratives[1].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
annesley-eh988,https://www.tracesofwar.com/persons/63120/Cockbain-Stephen-Legh.htm,source_reference,.sources[2].url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
annesley-eh988,https://www.tracesofwar.com/sights/18844/Memorial-Stirling-Bomber-Annesley.htm,external_narrative,.external_narratives[0].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
bacton-hudson-v-9097,https://www.tracesofwar.com/sights/24581/Memorial-Crash-Lockheed-Hudson.htm,external_narrative,.external_narratives[0].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
brisley-blenheim-v-5455,https://www.tracesofwar.com/sights/21825/Memorial-Crash-Blenheim-V5455.htm,external_narrative,.external_narratives[0].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
caythorpe-station-pb812,https://www.tracesofwar.com/sights/89844/Memorial-Crash-Lancaster-PB-812.htm,external_narrative,.external_narratives[3].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
colchester-dv177,https://www.tracesofwar.com/sights/75179/Memorial-Lancaster-DV177.htm,external_narrative,.external_narratives[0].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
earith-mid-air-collision-w7467-and-hurricane-v6865,https://www.tracesofwar.com/sights/24582/Memorial-Aircraft-Collission-Earith.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
eindhoven-bomber-command-memorial,https://www.tracesofwar.com/sights/164/War--and-Liberation-Memorial-Eindhoven.htm,external_narrative,.external_narratives[0].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
felixstowe-docks-hampden-p-1340,https://www.tracesofwar.com/sights/106964/Memorial-Crew-Hampden-I-P1340.htm,external_narrative,.external_narratives[1].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
florennes-raf-memorial,https://www.tracesofwar.com/sights/85015/Florennes-Air-Base.htm,external_narrative,.external_narratives[0].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
great-carrs-ll505-s-for-sugar-,https://www.tracesofwar.com/sights/26326/Crash-Site-en-Wreckage-Halifax-LL505-S-for-Sugar-Great-Carrs.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
henham-park-multiple-incidents-b-24-42-110033-arizo,https://www.tracesofwar.com/sights/89658/Memorial-Crash-B-24-Liberators.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
honeybourne-area-z2639,https://www.tracesofwar.com/sights/8441/Memorial-AW-Whitley-Bomber-Z6639-Broadway.htm,external_narrative,.external_narratives[0].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
laughterton-1-eh940,https://www.tracesofwar.com/sights/136947/Memorial-RAF-Winthorpe-1661-HCU.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
low-bradley-hz251,https://www.tracesofwar.com/sights/18933/Memorial-Wellington-Mk-XI-Bomber-Low-Bradley-2.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
marchington-wellington-mk-x,https://www.tracesofwar.com/sights/82062/Memorial-Crash-Wellington.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
melton-mowbray-ln281,https://www.tracesofwar.com/sights/73422/Memorial-Wellington-LN281.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
moordown-jp137,https://www.tracesofwar.com/sights/89576/Memorial-Crash-Halifax-JP-137.htm,external_narrative,.external_narratives[4].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
mumby-bb216,https://www.tracesofwar.com/sights/24579/Memorial-Crash-Halifax-BB216.htm,external_narrative,.external_narratives[3].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
mundford-mk773,https://www.tracesofwar.com/sights/21040/Memorial-Crash-Lancaster.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
plungar-ed549,https://www.tracesofwar.com/sights/135541/Memorial-Crash-Site-Lancaster-ED549.htm,external_narrative,.external_narratives[1].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
screveton-1-wellington-w-4103,https://www.tracesofwar.com/sights/21027/Memorial-Aircraft-Collission-Screveton.htm,source_reference,.sources[2].url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
sheffield-b-17-flying-fortress,https://www.tracesofwar.com/sights/136443/Memorial-Crash-B-17G-Mi-Amigo-42-31322.htm,external_narrative,.external_narratives[3].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
staunton-in-the-vale-wellington-w-4270,https://www.tracesofwar.com/sights/83518/Memorial-Crash-Lancaster-W4270.htm,external_narrative,.external_narratives[2].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
ulceby-cross-pb476,https://www.tracesofwar.com/sights/18924/Memorial-Lancaster-Bomber-Ulceby-Cross.htm,external_narrative,.external_narratives[1].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
upwaltham-dv382,https://www.tracesofwar.com/sights/52002/Crash-Site-Lancaster-DV382.htm,external_narrative,.external_narratives[3].original_url,,specific,tracesofwar.com,,holly,2026-04-06,403,HTTP_ERROR,none_bot_blocked,,
amsterdam-war-memorial,https://ww2memorial.nl/royal-air-force-r229.html,external_narrative,.external_narratives[0].original_url,,specific,ww2memorial.nl,,holly,2026-04-06,200,OK,none,,
annesley-eh988,https://losses.internationalbcc.co.uk/loss/205355/,external_narrative,.external_narratives[3].original_url,,specific,losses.internationalbcc.co.uk,,holly,2026-04-06,200,OK,none,,
annesley-eh988,https://rollofhonour.nottinghamshire.gov.uk/Memorial/Details/1977,external_narrative,.external_narratives[4].original_url,,specific,rollofhonour.nottinghamshire.gov.uk,,holly,2026-04-06,200,OK,none,,
annesley-eh988,https://www.cwgc.org/visit-us/find-cemeteries-memorials/cemetery-details/43167/oxford-botley-cemetery/,source_reference,.sources[1].url,,specific,cwgc.org,,holly,2026-04-06,200,OK,none,,
annesley-eh988,https://www.hucknalldispatch.co.uk/heritage-and-retro/retro/remembering-five-war-time-raf-crew-members-who-died-in-annesley-crash-4794094,external_narrative,.external_narratives[5].original_url,,specific,hucknalldispatch.co.uk,,holly,2026-04-06,200,OK,none,,
annesley-eh988,https://www.iwm.org.uk/memorials/item/memorial/26850,external_narrative,.external_narratives[2].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
annesley-eh988,https://www.rafcommands.com/archive/06320.php,external_narrative,.external_narratives[1].original_url,,specific,rafcommands.com,,holly,2026-04-06,200,OK,none,,
ardleigh-dt800,https://102ceylonsquadronassociation.org/dy-g.html,external_narrative,.external_narratives[0].original_url,,specific,102ceylonsquadronassociation.org,,holly,2026-04-06,200,OK,none,,
ardleigh-dt800,https://www.coventrytelegraph.net/news/coventry-news/wwii-halifax-bomber-crash-coventry-15387821,external_narrative,.external_narratives[2].original_url,,specific,coventrytelegraph.net,,holly,2026-04-06,200,OK,none,,
ardleigh-dt800,https://www.wartimememoriesproject.com/ww2/airfields/airfield.php?pid=1822,external_narrative,.external_narratives[1].original_url,,specific,wartimememoriesproject.com,,holly,2026-04-06,200,OK,none,,
auckland-bomber-command-memorial,https://nzhistory.govt.nz/memorial/new-zealand-bomber-command-memorial,external_narrative,.external_narratives[0].original_url,,specific,nzhistory.govt.nz,,holly,2026-04-06,200,OK,none,,
auckland-bomber-command-memorial,https://www.aucklandmuseum.com/visit/whats-on/war-memorial/bomber-command-memorial,external_narrative,.external_narratives[1].original_url,,specific,aucklandmuseum.com,,holly,2026-04-06,200,OK,none,,
auckland-bomber-command-memorial,https://www.nzbombercommand.co.nz/,external_narrative,.external_narratives[2].original_url,,specific,nzbombercommand.co.nz,,holly,2026-04-06,200,OK,none,,
bacton-hudson-v-9097,https://rafweb.org/Badges/RAFHT/500.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
bacton-hudson-v-9097,https://www.geograph.org.uk/article/East-Anglia-World-War-Two-Aircrew-Crash-Memorials/8,external_narrative,.external_narratives[2].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
bacton-hudson-v-9097,https://www.key.aero/forum/historic-aviation/51672-raf-hudson-crash-16-01-42-near-bacton-norfolk,external_narrative,.external_narratives[1].original_url,,specific,key.aero,,holly,2026-04-06,200,OK,none,,
balkholme-1-lk834,http://www.578squadron.org.uk/memorials/balkholme.html,external_narrative,.external_narratives[1].original_url,,specific,578squadron.org.uk,,holly,2026-04-06,200,OK,none,,
balkholme-1-lk834,https://rafweb.org/Badges/RAFHT/578.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
balkholme-1-lk834,https://www.iwm.org.uk/memorials/item/memorial/99079,external_narrative,.external_narratives[2].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
balkholme-1-lk834,https://www.yorkshire-aircraft.co.uk/aircraft/yorkshire/york44/lk834.html,external_narrative,.external_narratives[0].original_url,,specific,yorkshire-aircraft.co.uk,,holly,2026-04-06,200,OK,none,,
bassingham-fen-eh977,https://scarletboy44.tumblr.com/post/35066870079/remember-pilot-officer-robert-james-chalmers,external_narrative,.external_narratives[1].original_url,,specific,scarletboy44.tumblr.com,,holly,2026-04-06,200,OK,none,,
bassingham-fen-eh977,https://www.warmemorialsonline.org.uk/memorial/264774/,external_narrative,.external_narratives[0].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
bawdeswell-kb364,https://aviationtrails.wordpress.com/2014/11/06/2045-a-tragic-time-for-mosquito-kb-364/,external_narrative,.external_narratives[2].original_url,,specific,aviationtrails.wordpress.com,,holly,2026-04-06,200,OK,none,,
bawdeswell-kb364,https://aviationtrails.wordpress.com/heroic-tales-of-world-war-2/mosquito-crew-p-o-james-mclean-and-sergeant-mervyn-tansley-rafvr/,external_narrative,.external_narratives[1].original_url,,specific,aviationtrails.wordpress.com,,holly,2026-04-06,200,OK,none,,
bawdeswell-kb364,https://rafweb.org/Badges/RAFHT/608.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
bawdeswell-kb364,https://www.bawdeswell.net/rtwebsite/villages/Bawdeswell/Baw%20Ch/Mosquito.htm,external_narrative,.external_narratives[0].original_url,,specific,bawdeswell.net,,holly,2026-04-06,200,OK,none,,
bawdeswell-kb364,https://www.geograph.org.uk/photo/6506989,external_narrative,.external_narratives[3].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
beetley-bj764,https://aircrewremembered.com/list-of-pages-relating-to-1942.html,external_narrative,.external_narratives[2].original_url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
beetley-bj764,https://caspir.warplane.com/aircraft/serial-search/aircraft-no/200001751,source_reference,.sources[2].url,,specific,caspir.warplane.com,,holly,2026-04-06,200,OK,none,,
beetley-bj764,https://www.geograph.org.uk/photo/6029497,external_narrative,.external_narratives[1].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
beetley-bj764,https://www.iwm.org.uk/memorials/item/memorial/101718,external_narrative,.external_narratives[0].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
beinn-edra-b-17g-flying-fortres,https://en.wikipedia.org/wiki/1945_Beinn_Edra_air_disaster,external_narrative,.external_narratives[2].original_url,,specific,en.wikipedia.org,,holly,2026-04-06,200,OK,none,,
beinn-edra-b-17g-flying-fortres,https://her.highland.gov.uk/Monument/MHG30839,external_narrative,.external_narratives[4].original_url,,specific,her.highland.gov.uk,,holly,2026-04-06,200,OK,none,,
beinn-edra-b-17g-flying-fortres,https://www.iwm.org.uk/memorials/item/memorial/106068,external_narrative,.external_narratives[1].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
beinn-edra-b-17g-flying-fortres,https://www.peakdistrictaircrashes.co.uk/crash_sites/scotland/boeing-b-17g-44-83325-beinn-edra/,external_narrative,.external_narratives[0].original_url,,specific,peakdistrictaircrashes.co.uk,,holly,2026-04-06,200,OK,none,,
beinn-edra-b-17g-flying-fortres,https://www.whfp.com/2020/03/03/skye-community-remembers-75th-anniversary-of-wwii-us-air-crash-on-beinn-edra/,external_narrative,.external_narratives[3].original_url,,specific,whfp.com,,holly,2026-04-06,200,OK,none,,
bellingdon-pb475,https://www.iwm.org.uk/memorials/item/memorial/63847,external_narrative,.external_narratives[0].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
ben-tirran-muckle-cairn-vickers-wellington,https://aviation-safety.net/wikibase/21589,source_reference,.sources[1].url,,specific,aviation-safety.net,,holly,2026-04-06,200,OK,none,,
ben-tirran-muckle-cairn-vickers-wellington,https://www.deesidehillwalkingclub.co.uk/single-post/bomber-crash-site-and-ben-tirran,external_narrative,.external_narratives[1].original_url,,specific,deesidehillwalkingclub.co.uk,,holly,2026-04-06,200,OK,none,,
ben-tirran-muckle-cairn-vickers-wellington,https://www.pressandjournal.co.uk/fp/lifestyle/3453269/wreck-hunters-honouring-the-dead-while-finding-traces-of-war-on-scotlands-hills/,external_narrative,.external_narratives[0].original_url,,specific,pressandjournal.co.uk,,holly,2026-04-06,200,OK,none,,
ben-tirran-muckle-cairn-vickers-wellington,https://www.thecourier.co.uk/fp/lifestyle/2510360/wreck-hunters-traces-of-war/,external_narrative,.external_narratives[2].original_url,,specific,thecourier.co.uk,,holly,2026-04-06,200,OK,none,,
berlin-bomber-command-memorial,https://en.wikipedia.org/wiki/Battle_of_Berlin_(RAF_campaign),external_narrative,.external_narratives[1].original_url,,specific,en.wikipedia.org,,holly,2026-04-06,200,OK,none,,
berlin-bomber-command-memorial,https://www.iwm.org.uk/history/raf-bomber-command-during-the-second-world-war,external_narrative,.external_narratives[2].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
